AIRCRAFT,PHASE_OF_FLIGHT,SPECIES,TIME_OF_DAY,HEIGHT,DAMAGE_SEVERITY
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Common nighthawk,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,Take-off run,Cliff swallow,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Great horned owl,UNKNOWN,60,0
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,nan,Eurasian collared dove,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Perching birds (y),UNKNOWN,4000,0
UNKNOWN,Approach,Domestic dog,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Approach,Short-eared owl,UNKNOWN,5,0
UNKNOWN,nan,Nashville warbler,UNKNOWN,-1,0
UNKNOWN,Approach,Killdeer,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,400,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,nan,Microbats,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Swallows,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Mountain bluebird,UNKNOWN,-1,0
UNKNOWN,APPROACH,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Take-off run,Western meadowlark,UNKNOWN,0,0
UNKNOWN,nan,Spotted dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,200,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Dark-eyed junco,UNKNOWN,1500,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,LANDING ROLL,Unknown bird,UNKNOWN,0,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,Landing Roll,Mallard,UNKNOWN,0,1
UNKNOWN,Take-off run,Pacific golden-plover,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Turkey vulture,UNKNOWN,0,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Striped skunk,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,Landing Roll,White-tailed deer,UNKNOWN,0,1
UNKNOWN,Approach,American wigeon,UNKNOWN,-1,2
UNKNOWN,Take-off run,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,Approach,White-throated sparrow,UNKNOWN,1200,0
UNKNOWN,Approach,Hawks,UNKNOWN,700,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Perching birds (y),UNKNOWN,1700,0
UNKNOWN,Descent,Unknown bird - medium,UNKNOWN,8000,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Hermit thrush,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Swainson's thrush,UNKNOWN,-1,0
UNKNOWN,nan,Swainson's thrush,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,nan,Striped skunk,UNKNOWN,-1,0
UNKNOWN,Landing Roll,European starling,UNKNOWN,0,0
UNKNOWN,nan,Burrowing owl,UNKNOWN,-1,0
UNKNOWN,Climb,Mourning dove,UNKNOWN,5,0
UNKNOWN,nan,Woodchuck,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Climb,American kestrel,UNKNOWN,10,0
UNKNOWN,Landing Roll,Wild turkey,UNKNOWN,0,1
UNKNOWN,nan,Yellow-rumped warbler,UNKNOWN,-1,0
UNKNOWN,nan,Scaly-breasted munia,UNKNOWN,-1,0
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,Approach,Northern pintail,UNKNOWN,3000,1
UNKNOWN,Take-off run,Northern rough-winged swallow,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Hermit thrush,UNKNOWN,5000,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,2000,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Descent,Unknown bird - medium,UNKNOWN,2800,1
UNKNOWN,Approach,Western meadowlark,UNKNOWN,20,0
UNKNOWN,Approach,Black-and-white warbler,UNKNOWN,-1,0
UNKNOWN,Approach,Cliff swallow,UNKNOWN,200,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Approach,European starling,UNKNOWN,500,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,25,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,350,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Gray catbird,UNKNOWN,3500,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,-1,1
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,Chimney swift,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,800,0
UNKNOWN,Climb,Horned lark,UNKNOWN,300,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,3200,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,nan,Brazilian free-tailed bat,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,5000,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,3200,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Approach,White-crowned sparrow,UNKNOWN,6000,0
UNKNOWN,Landing Roll,Coyote,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,1000,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Rabbits,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3000,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,5500,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Approach,Great egret,UNKNOWN,1600,0
UNKNOWN,Approach,American robin,UNKNOWN,5000,0
UNKNOWN,nan,Northern pintail,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2700,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,70,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Take-off run,European starling,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,100,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2500,0
UNKNOWN,Landing Roll,Bank swallow,UNKNOWN,0,0
UNKNOWN,nan,Great horned owl,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,nan,Coyote,UNKNOWN,-1,0
UNKNOWN,Departure,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Rock pigeon,UNKNOWN,0,0
UNKNOWN,nan,Eastern towhee,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Yellow-rumped warbler,UNKNOWN,-1,0
UNKNOWN,nan,Chimney swift,UNKNOWN,-1,0
UNKNOWN,nan,Cattle egret,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Cliff swallow,UNKNOWN,0,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,Approach,Magnolia warbler,UNKNOWN,1500,0
UNKNOWN,nan,Bank swallow,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Snowy owl,UNKNOWN,-1,0
UNKNOWN,Approach,Cedar waxwing,UNKNOWN,4000,0
UNKNOWN,nan,Le Conte's sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,5,0
UNKNOWN,Approach,Horned lark,UNKNOWN,20,0
UNKNOWN,nan,Red-eyed vireo,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Swainson's thrush,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,nan,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,nan,Palm warbler,UNKNOWN,-1,0
UNKNOWN,Approach,American robin,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Hawks,UNKNOWN,0,0
UNKNOWN,Approach,Turkey vulture,UNKNOWN,2300,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,En Route,Common raven,UNKNOWN,-1,1
UNKNOWN,Descent,Unknown bird - medium,UNKNOWN,8200,0
UNKNOWN,Landing Roll,Cliff swallow,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Cassin's vireo,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,Climb,Red-tailed hawk,UNKNOWN,300,1
UNKNOWN,Climb,Egrets,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,800,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,Approach,Brazilian free-tailed bat,UNKNOWN,200,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,Climb,Barn swallow,UNKNOWN,50,0
UNKNOWN,nan,Common nighthawk,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird or bat,UNKNOWN,3000,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Ring-billed gull,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,3500,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Arrival,European starling,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,nan,Prairie warbler,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1000,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Purple martin,UNKNOWN,-1,1
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3200,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Take-off run,Rough-legged hawk,UNKNOWN,0,0
UNKNOWN,Climb,American kestrel,UNKNOWN,30,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,800,0
UNKNOWN,Landing Roll,Doves,UNKNOWN,0,0
UNKNOWN,nan,Great black-backed gull,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,2200,0
UNKNOWN,Approach,European starling,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,400,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,2000,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,nan,Common nighthawk,UNKNOWN,-1,0
UNKNOWN,Take-off run,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Mallard,UNKNOWN,1000,2
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,700,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,nan,American golden-plover,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - medium,UNKNOWN,100,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Ring-billed gull,UNKNOWN,-1,0
UNKNOWN,nan,Dark-eyed junco,UNKNOWN,-1,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Black-bellied plover,UNKNOWN,-1,0
UNKNOWN,nan,Blackbirds,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Turkey vulture,UNKNOWN,1850,2
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,2100,0
UNKNOWN,Take-off run,Cliff swallow,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,White-throated sparrow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2500,0
UNKNOWN,nan,Franklin's gull,UNKNOWN,-1,0
UNKNOWN,Climb,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1200,0
UNKNOWN,Approach,Northern pintail,UNKNOWN,-1,1
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Take-off run,House sparrow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,400,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,1
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,nan,Greater white-fronted goose,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Pacific golden-plover,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Tree swallow,UNKNOWN,10,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Magnolia warbler,UNKNOWN,-1,0
UNKNOWN,nan,Doves,UNKNOWN,-1,0
UNKNOWN,Approach,Mallard,UNKNOWN,100,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,Landing Roll,Killdeer,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Mountain bluebird,UNKNOWN,-1,0
UNKNOWN,Approach,Merlin,UNKNOWN,10,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,nan,Hawks,UNKNOWN,-1,0
UNKNOWN,nan,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,Take-off run,Horned lark,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3100,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1200,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Take-off run,Killdeer,UNKNOWN,0,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,6800,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,1
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Take-off run,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,Climb,Red-necked phalarope,UNKNOWN,-1,0
UNKNOWN,Climb,Canada goose,UNKNOWN,250,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Mallard,UNKNOWN,-1,0
UNKNOWN,nan,Herring gull,UNKNOWN,-1,0
UNKNOWN,Descent,Semipalmated plover,UNKNOWN,-1,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,150,0
UNKNOWN,Landing Roll,Great black-backed gull,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,En Route,Sandhill crane,UNKNOWN,100,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Ring-billed gull,UNKNOWN,10,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Peregrine falcon,UNKNOWN,-1,0
UNKNOWN,nan,American golden-plover,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - large,UNKNOWN,8700,0
UNKNOWN,nan,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Black-tailed jackrabbit,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Gulls,UNKNOWN,200,0
UNKNOWN,nan,Western tanager,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,1800,0
UNKNOWN,nan,Brazilian free-tailed bat,UNKNOWN,-1,1
UNKNOWN,Approach,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Herring gull,UNKNOWN,50,1
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Hermit thrush,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,75,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,5,0
UNKNOWN,nan,House sparrow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Savannah sparrow,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,10,0
UNKNOWN,Landing Roll,Brown-headed cowbird,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Departure,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Landing Roll,Swallows,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,500,0
UNKNOWN,Take-off run,Horned lark,UNKNOWN,0,0
UNKNOWN,Approach,Scissor-tailed flycatcher,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Climb,European starling,UNKNOWN,70,0
UNKNOWN,Approach,Horned lark,UNKNOWN,200,0
UNKNOWN,nan,Unknown bird - large,UNKNOWN,-1,2
UNKNOWN,nan,Mew gull,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,nan,"Raptors: Hawks, eagles, vultures, kites, osprey, f",UNKNOWN,-1,0
UNKNOWN,Arrival,Yellow-crowned night-heron,UNKNOWN,-1,2
UNKNOWN,Climb,Ducks,UNKNOWN,100,2
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Gulls,UNKNOWN,0,0
UNKNOWN,Taxi,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Descent,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Short-eared owl,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,60,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1900,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,4000,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Climb,Common nighthawk,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American robin,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Burrowing owl,UNKNOWN,-1,0
UNKNOWN,nan,Yellow-headed blackbird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,2000,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,4000,0
UNKNOWN,nan,Free-tailed bats,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Black-bellied plover,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,4000,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Landing Roll,Striped skunk,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,2500,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Ring-billed gull,UNKNOWN,-1,0
UNKNOWN,Approach,Orange-crowned warbler,UNKNOWN,-1,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,Climb,Sandhill crane,UNKNOWN,25,1
UNKNOWN,Landing Roll,Gulls,UNKNOWN,0,0
UNKNOWN,Landing Roll,Zebra dove,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Take-off run,Egrets,UNKNOWN,0,0
UNKNOWN,nan,Savannah sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Black-tailed jackrabbit,UNKNOWN,0,0
UNKNOWN,nan,Snow bunting,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,APPROACH,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Pacific golden-plover,UNKNOWN,0,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,3000,1
UNKNOWN,nan,Red-winged blackbird,UNKNOWN,-1,0
